pratīpā@śva	pratīpa	?
pratīpo@kti	pratīpa	?
pratnathā	pratna	thā
pratnavat	pratna	vat
pratnavat	pratna	vat
pratyakṣakaraṇa	pratyakṣa	karaṇa
pratyakṣakṛta	pratyakṣa	kṛta
pratyakṣakhaṇḍa	pratyakṣa	khaṇḍa
pratyakṣacārin	pratyakṣa	cārin
pratyakṣajñāna	pratyakṣa	jñāna
pratyakṣatamāt	pratyakṣa	tamāt
pratyakṣatamām	pratyakṣa	tamām
pratyakṣatas	pratyakṣa	tas
pratyakṣatā	pratyakṣa	tā
pratyakṣatva	pratyakṣa	tva
pratyakṣadarśana	pratyakṣa	darśana
pratyakṣadarśin	pratyakṣa	darśin
pratyakṣadarśivas	pratyakṣa	darśivas
pratyakṣadīpikā	pratyakṣa	dīpikā
pratyakṣadṛś	pratyakṣa	dṛś
pratyakṣadṛśya	pratyakṣa	dṛśya
pratyakṣadṛṣṭa	pratyakṣa	dṛṣṭa
pratyakṣadviṣ	pratyakṣa	dviṣ
pratyakṣadharman	pratyakṣa	dharman
pratyakṣapara	pratyakṣa	para
pratyakṣapariccheda	pratyakṣa	pariccheda
pratyakṣaparī@kṣaṇa	pratyakṣa	parī@kṣaṇa
pratyakṣapṛṣṭha	pratyakṣa	pṛṣṭha
pratyakṣapramā	pratyakṣa	pramā
pratyakṣapramāṇa	pratyakṣa	pramāṇa
pratyakṣaphala	pratyakṣa	phala
pratyakṣabandhu	pratyakṣa	bandhu
pratyakṣabṛhatī	pratyakṣa	bṛhatī
pratyakṣabhakṣa	pratyakṣa	bhakṣa
pratyakṣabhūta	pratyakṣa	bhūta
pratyakṣabhoga	pratyakṣa	bhoga
pratyakṣamaṇi	pratyakṣa	maṇi
pratyakṣamaṇi-raśmi-cakra	pratyakṣa	maṇi-raśmi-cakra
pratyakṣarucidattīya	pratyakṣa	rucidattīya
pratyakṣavat	pratyakṣa	vat
pratyakṣavāda	pratyakṣa	vāda
pratyakṣavādin	pratyakṣa	vādin
pratyakṣavidhāna	pratyakṣa	vidhāna
pratyakṣaviṣayībhū	pratyakṣa	?
pratyakṣavihita	pratyakṣa	vihita
pratyakṣavṛtti	pratyakṣa	vṛtti
pratyakṣasiddha	pratyakṣa	siddha
praty-akṣā@gamana	pratyakṣa	?
praty-akṣā@numāna	pratyakṣa	?
praty-akṣā@vagama	pratyakṣa	?
pratyakṣīkaraṇa	pratyakṣī	karaṇa
pratyakṣīkṛ	pratyakṣī	?
pratyakṣīkṛta	pratyakṣī	kṛta
pratyakṣībhū	pratyakṣī	?
pratīkatva	pratīka	tva
pratīkadarśana	pratīka	darśana
pratīkavat	pratīka	vat
pratīkā@śva	pratīka	?
pratīko@pā@sana	pratīka	?
pratīcīpati	pratīcī	pati
pratīcī@śa	pratīcī	?
pratīcīnagrīva	pratīcīna	grīva
pratīcīnaprajanana	pratīcīna	prajanana
pratīcīnaphala	pratīcīna	phala
pratīcīnamukha	pratīcīna	mukha
pratīcīnaśiras	pratīcīna	śiras
pratīcīnastoma	pratīcīna	stoma
pratīcīne@ḍa	pratīcīna	?
pratyakcintāmaṇi	pratyak	cintāmaṇi
pratyakcetana	pratyak	cetana
pratyaktattva-dīpikā	pratyak	tattva-dīpikā
pratyaktattva-viveka	pratyak	tattva-viveka
pratyaktva	pratyak	tva
pratyakparṇī	pratyak	parṇī
pratyakpuṣkara	pratyak	puṣkara
pratyakpuṣpī	pratyak	puṣpī
pratyakprakāśa	pratyak	prakāśa
pratyakpravaṇa	pratyak	pravaṇa
pratyakśiras	pratyak	śiras
pratyakśīrṣī	pratyak	śīrṣī
pratyakśreṇī	pratyak	śreṇī
pratyakśrotas	pratyak	śrotas
pratyaksaṃstham	pratyak	saṃstham
pratyaksarasvatī	pratyak	sarasvatī
pratyaksthalī	pratyak	sthalī
pratyaksrotas	pratyak	srotas
pratyaksvarūpa	pratyak	svarūpa
pratyagakṣa	pratyag	akṣa
pratyagātma	pratyag	ātma
pratyagātman	pratyag	ātman
pratyagānanda	pratyag	ānanda
pratyagapavarga	pratyag	apavarga
pratyagāśā-pati	pratyag	āśā-pati
pratyagāśis	pratyag	āśis
pratyagudak	pratyag	udak
pratyagekarasa	pratyag	ekarasa
pratyagjyotis	pratyag	jyotis
pratyagdakṣiṇatas	pratyag	dakṣiṇatas
